review,name,location,stars
"
Chicken that would make the Colonel proud. Consistently tasty, service is fast and always friendly. Cole slaw was delicious but a little too much dressing.  My go to fried chicken restaurant.
","Michael C.
","Rio Vista, CA",4
"


Hire security!
How do you expect patrons to enjoy their food while individuals are harassing them for money and food?
It's unsanitary and bad business.","Jenn I.
","San Francisco, CA",1
"
I love most of the things about this place but I'll really miss Christina & Catlynn. They made my visits great. Service with a smile and we were on a first name basis. So I'm back and I'm alittle PO'd. They gone and went back to SPICY CRUNCY CHICKEN! I hate this! CRUNCY Chicken non spicy is a lot better. I think that KFC just lost some of my business!
I'm posting this for this visit only. It has been the WORST service in 2 1/2 years. They need to get more EMPLOYEES in there!!
So after the horrible no service I got from IHOP I came here and was warmly welcomed and by my name.
They need to get more help. Right now there is about 10 people in line & only one guy working the register and it looks like only 4 people working all together.
","Monica D.
","San Francisco, CA",5
"I love most of the things about this place but I'll really miss Christina & Catlynn. They made my visits great. Service with a smile and we were on a first name basis. So I'm back and I'm alittle PO'd. They gone and went back to SPICY CRUNCY CHICKEN! I hate this! CRUNCY Chicken non spicy is a lot better. I think that KFC just lost some of my business!
I'm posting this for this visit only. It has been the WORST service in 2 1/2 years. They need to get more EMPLOYEES in there!!
So after the horrible no service I got from IHOP I came here and was warmly welcomed and by my name.
","Monica D.
","San Francisco, CA",5
"I love most of the things about this place but I'll really miss Christina & Catlynn. They made my visits great. Service with a smile and we were on a first name basis. So I'm back and I'm alittle PO'd. They gone and went back to SPICY CRUNCY CHICKEN! I hate this! CRUNCY Chicken non spicy is a lot better. I think that KFC just lost some of my business!

I'm posting this for this visit only. It has been the WORST service in 2 1/2 years. They need to get more EMPLOYEES in there!!
","Monica D.
","San Francisco, CA",1
"OK KFC I just wanted to say thank you for bringing back the Non Spicy Cruncy chicken. I am one happy client!
","Monica D.
","San Francisco, CA",5
"I love most of the things about this place but I'll really miss Christina & Catlynn. They made my visits great. Service with a smile and we were on a first name basis. So I'm back and I'm alittle PO'd. They gone and went back to SPICY CRUNCY CHICKEN! I hate this! CRUNCY Chicken non spicy is a lot better. I think that KFC just lost some of my business!

","Monica D.
","San Francisco, CA",5
"
KFC has parking in the back so it's a good thing. seating available too, i think. didn't look. 2nd floor?
eatss wing 5/2.5
-very small, too much batter
-moist meat, otherwise tasteless
-wings better than wingstop, even without the sauce
takeouts:
-service very good, got wings within minutes.
","Victor G.
","Oakland, CA",3
"

I didn't wait long for the food, and the chicken wings were good.
But I don't like the environment here, a little dirty and noisy.
The staffs were friendly and nice. Hope this place would be cleaner next time.","William D.
","Fremont, CA",3
"

I was on my way home and happened to see this KFC.  It was about 11:30 am so I decided to get some tacos, burritos, and a chicken meal
for lunch and dinner.  There was parking available in their lot so I swung in, went inside and got in line.  There were two customers waiting for their orders and four customers ahead of me.  The guy taking the orders was fast and efficient.  The names of the two customers who were waiting were called before I placed my order.  I placed my order and sat in one of the empty chairs and waited  for my order.  
One by one the names of the four customers who had ordered before me were called.  My order was next and I picked up my bag and walked out to a now full parking lot.  
Since my first visit to this KFC, I have been back three times now.  My experiences here have always been the same.  I walk in, get in line, place my order, and pick it up when my name is called. The employees are friendly, fast, and efficient.
","Jerry Z.
","San Francisco, CA",5
"I ordered a small meal and asked if I could sub french fries for mashed potatoes.  The guy shook his head up and down which I took as yes.  He also didn't ask me if I wanted a bag.  I had a bag in my hand.
When I got my order, he didn't bother to enter french fries.  It had mashed potatoes on the receipt and then I got charged for a bag!!!
I try to support small businesses and especially when they are local!!!  Two days in a row, different establishments got my orders wrong!!!   Sometimes you just want to take your order and leave... but I guess you should check your take out before you leave every time!!!  Ugh!!!","M. K.

","San Francisco, CA
",2
"
Horrible place!
I needed to stop for a restroom and to my great surprize i found this location and decided to use their restroom.
They had coin charger on the door for the restroom!
If you are not a customer you are required to pay 25 cents to use their restroom. So i did
It is absolutely outrageous how their restroom looked!
Disgusting dirty unsanitary and horrible!
Thats a disaster that the city keeps this location open!
Its a big issue and needs to be addressed","Ovsick H.
","Fremont, CA",1
"Haven't come here in years...came here today and was so impressed!
Smiling staff - fast & efficient, food tasted great and was hot! Maybe changed management?

Will come back.....unfortunately :P"," 
Selina W.
","San Francisco, CA",4
"
Service was great and fast - the order was complete and accurate - there is plenty of spacious seating on the second floor. Not so much on the ground level- I say if you come in here you have to order and walk upstairs witch is not a bad thing because you get a great view of Geary Blvd. Very clean upstairs and food is always greasy and good  
I would recommend to stock up the upstairs station with napkins and other essentials and to clean the lower level a little more so it looks more appealing and professional -
But over all not a bad place to grab a quick lunch.
You always have to remember this is not a 5 star dining local it's a fast food chain-
Enjoy !","Hector G.
","San Francisco, CA",4
